,review,sentiment,word_count
926,"['funny', 'clever', 'hip', 'like', 'prays', 'previous', 'film', 'hype']",1,10
927,"['long', 'time', 'didnt', 'see', 'charismatic', 'actor', 'screen']",1,15
928,"['paolo', 'sorrentino', 'written', 'wonderful', 'story', 'loneliness', 'tony', 'built', 'one', 'unforgettable', 'characters', 'seen', 'movies', 'recent', 'years']",1,25
929,"['movie', 'completely', 'perfect', 'titta', 'di', 'girolamo', 'stay', 'long', 'time', 'vision', 'movie']",1,24
930,"['rate', 'movie']",1,5
931,"['know', 'emilio', 'estevezs', 'directorial', 'debut', 'pacing', 'interplay', 'development', 'characters', 'well', 'clever', 'camera', 'work', 'surrounding', 'character', 'estevez', 'plays', 'suggest', 'natural', 'eye']",1,38
932,"['interplay', 'martin', 'emilio', 'contains', 'wonderful', 'chemistry', 'saw', 'wall', 'street', 'martin', 'charlie']",1,20
933,"['kathy', 'bates', 'wonderful', 'characters', 'subtle', 'desperation', 'escapism', 'variation', 'character', 'play', 'fields', 'lord']",1,25
934,"['readers', 'already', 'seen', 'one', 'miyazakis', 'films', 'still', 'top', 'form', 'made', 'another', 'worthwhile', 'experience']",1,21
935,"['never', 'condescends', 'characters', 'good', 'genuine', 'hearts', 'believable', 'problems']",1,13
936,"['two', 'main', 'characters', 'may', 'two', 'believable', 'children', 'ever', 'saw', 'put', 'screen']",1,18
937,"['easy', 'love', 'even', 'easy', 'identify']",1,13
938,"['movie', 'greatespecially', 'enjoy', 'visual', 'arts']",1,9
939,"['scenery', 'two', 'daughters', 'paint', 'photograph', 'beautiful']",1,11
940,"['story', 'also', 'funny', 'poignant', 'times']",1,10
941,"['people', 'like', 'european', 'films', 'art', 'movies', 'like', 'movie']",1,12
942,"['truly', 'art', 'movieit', 'actually', 'lot', 'art']",1,14
943,"['go', 'rent']",1,3
944,"['however', 'finally', 'watching', 'film', 'realized', 'closed', 'mind', 'brilliance', 'depicts', 'also', 'found', 'watching']",1,32
945,"['one', 'movie', 'never', 'ceases', 'interest', 'simply', 'keeps', 'alert', 'try', 'attempt', 'decipher', 'meanings']",1,25
946,"['brilliance', 'indeed']",1,2
947,"['liked', 'movies', 'like', 'matrix', 'better', 'yet', 'sequels', 'think', 'youll', 'appreciate', 'thought', 'provoking', 'mindblowing', 'experience', 'film', 'give']",1,27
948,"['think', 'film', 'like', 'dream']",1,8
949,"['simply', 'beautiful']",1,2
950,"['rickman', 'stowe', 'play', 'roles', 'hilt', 'tale', 'childrens', 'book', 'writer', 'maybe', 'written', 'subversive', 'tract']",1,25
951,"['gloriously', 'fun', 'fast', 'paced', 'fairly', 'accurate', 'portrayal', 'night', 'raver']",1,16
952,"['presents', 'idyllic', 'yet', 'serious', 'portrayal', 'ups', 'downs', 'characters', 'lives']",1,16
953,"['whatever', 'avoid', 'groove', 'antithesis', 'good', 'human', 'traffic']",0,18
954,"['bad', 'everyone', 'else', 'involved', 'didnt', 'share', 'crowes', 'level', 'dedication', 'quality', 'wed', 'far', 'better', 'film', 'hands', 'subpar', 'mess']",0,32
955,"['movie', 'seemed', 'little', 'slow', 'first']",0,8
956,"['picked', 'speed', 'got', 'right', 'point']",1,11
957,"['showed', 'exactly', 'government', 'scientist', 'argued', 'humanity', 'reasons', 'gadget']",1,18
958,['enjoyed'],1,3
959,"['recommended', 'friends']",1,6
960,"['particularly', 'pleased', 'acting', 'ability', 'dwight', 'schultz']",1,11
961,"['actors', 'truly', 'understand', 'become', 'particular', 'character', 'delivering', 'convincing', 'sincere', 'performance']",1,14
962,"['onscreen', 'chemistry', 'critical', 'entire', 'film', 'genuine']",1,10
963,"['films', 'dialogue', 'natural', 'real', 'life']",1,8
964,"['writer', 'gorman', 'bechard', 'undoubtedly', 'homework', 'references', 'industry', 'characterage', 'appropriate']",1,16
965,"['incredible', 'soundtrack', 'truly', 'captures', 'essence', 'film']",1,10
966,"['track', 'commands', 'sentiment', 'actually', 'contributing', 'scenes', 'characters']",1,11
967,"['definitely', 'worth', 'seeing', 'sort', 'thought', 'provoking', 'film', 'forces', 'question', 'threshold', 'loneliness']",1,20
968,"['hayao', 'miyazakis', 'latest', 'eighth', 'film', 'studio', 'ghibili', 'gake', 'ue', 'ponyo', 'ponyo', 'cliff', 'sea', 'wonderfully', 'fun', 'imaginative', 'look', 'childhood']",1,30
969,"['time', 'seems', 'film', 'animation', 'dominated', 'disneypixars', 'cgi', 'masterpieces', 'refreshing', 'comforting', 'know', 'miyazaki', 'still', 'relying', 'traditional', 'handdrawn', 'animation', 'tell', 'charming', 'enchanting', 'stories']",1,40
970,"['enough', 'said', 'remarkable', 'animation', 'film']",1,12
971,"['art', 'style', 'appearance', 'crayonpencil', 'drawings', 'wonderfully', 'colorful', 'fanciful']",1,15
972,"['act', 'film', 'glad', 'youre', 'gon', 'na', 'drift', 'away', 'earth', 'far', 'possible']",0,22
973,"['one', 'wants', 'surf', 'small', 'wave', 'space', 'movies', 'deep', 'impact', 'armageddon', 'one', 'fails', 'everywhere']",0,23
974,"['havent', 'choked', 'vomit', 'end', 'cheap', 'drama', 'worthless', 'dialogue', 'youve', 'must', 'bored', 'death', 'waste', 'time']",0,31
975,"['still', 'makes', 'super', 'ending', 'depicts', 'great', 'sea', 'vessel', 'taken', 'mighty', 'frost']",1,25
976,"['consider', 'excellent', 'story', 'solid', 'acting', 'look', 'film', 'added', 'bonuses']",1,15
977,"['instead', 'got', 'bore', 'fest', 'whiny', 'spoiled', 'brat', 'babysitting']",0,12
978,"['watched', 'two', 'sundays', 'ago', 'march', 'th', 'began', 'really', 'enjoy', 'time', 'taped', 'entire', 'thing']",1,26
979,"['well', 'acted', 'done', 'tv', 'movie']",1,10
980,"['judith', 'light', 'one', 'favorite', 'actresses', 'think', 'superb', 'job', 'film']",1,19
981,"['keep', 'watching']",1,7
982,"['sad', 'movie', 'good']",1,7
983,"['seen', 'movie', 'definitely', 'recommend']",1,11
984,"['lovely', 'usual', 'cutie']",1,8
985,"['still', 'quite', 'interesting', 'entertaining', 'follow']",1,8
986,"['recommend', 'confidence']",1,4
987,"['movie', 'wellbalanced', 'comedy', 'drama', 'thoroughly', 'enjoyed']",1,13
988,"['riot', 'see', 'hugo', 'weaving', 'play', 'sexobsessed', 'gay', 'real', 'estate', 'salesman', 'uses', 'clients', 'houses', 'trysts', 'flaming', 'darren', 'tom', 'hollander']",1,29
989,"['anyway', 'plot', 'flowed', 'smoothly', 'malebonding', 'scenes', 'hoot']",1,13
990,"['opening', 'sequence', 'gem', 'classic', 'cat', 'n', 'mouse', 'games', 'follow', 'delight', 'watch']",1,22
991,"['fans', 'genre', 'heaven']",1,8
992,"['lange', 'become', 'great', 'actress']",1,6
993,"['looked', 'like', 'wonderful', 'story']",1,6
994,"['never', 'walked', 'movie', 'faster']",0,8
995,"['got', 'bored', 'watching', 'jessice', 'lange', 'take', 'clothes']",0,11
996,"['unfortunately', 'virtue', 'films', 'production', 'work', 'lost', 'regrettable', 'script']",0,14
997,"['word', 'embarrassing']",0,6
998,"['exceptionally', 'bad']",0,2
999,"['insult', 'ones', 'intelligence', 'huge', 'waste', 'money']",0,15
